x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
-25,-15,-9,4,-9,-13,-10,8,-6,-2,3,9,2,15,19,7,NROI
0,-10,-18,6,4,-11,-7,7,-1,-7,3,8,-14,-2,6,8,NROI
13,11,-1,-14,8,3,-1,-11,1,-3,2,-5,-7,-4,8,3,NROI
-23,4,3,-1,-25,3,4,0,-26,0,3,1,-22,-8,0,2,NROI
1,1,1,1,-4,-2,1,0,-10,-6,1,-1,-12,-6,1,-1,NROI
5,3,5,1,-1,-5,1,7,-7,-15,-6,6,-7,-17,-13,5,NROI
-1,1,4,-4,-1,3,3,-1,0,3,0,-1,5,5,-1,-1,NROI
-3,-2,1,-9,6,0,-9,-7,12,5,-10,0,13,8,-2,6,NROI
1,-5,4,4,-5,1,5,-14,-5,7,2,-39,-1,8,-23,-60,NROI
52,10,3,13,25,-4,3,-23,3,-4,-18,-48,3,-10,-45,-47,NROI
11,5,5,-1,3,1,0,-14,7,-3,-11,-23,14,-6,-21,-27,NROI
-3,-8,1,22,-16,-5,15,19,-21,-8,18,26,-15,-1,15,14,NROI
23,7,-10,-19,11,1,-16,-9,0,-11,-5,25,-9,0,34,70,NROI
-65,-46,-27,-2,-38,-14,-4,-2,2,17,17,8,31,32,32,33,NROI
2,-8,-5,-6,-9,-10,-2,-4,-2,3,17,22,29,32,44,57,NROI
-10,1,10,22,-20,-22,-12,2,-1,-16,-8,-2,28,6,20,24,NROI
-1,10,4,-5,-8,6,10,8,-13,-9,0,1,5,-7,-5,-11,NROI
-3,-20,-34,-48,17,10,-1,-22,17,20,18,-2,-1,3,9,0,NROI
-14,-20,-17,-13,4,-8,-8,-7,23,8,1,-2,35,21,11,3,NROI
3,-1,-7,-14,4,-4,-10,-10,8,1,-3,-2,15,12,8,0,NROI
3,3,1,-2,3,2,1,-2,3,-3,-3,-4,2,-7,-4,-1,NROI
-8,-9,-5,-3,-9,-6,4,11,-7,0,14,28,0,8,22,36,NROI
-58,-48,-38,-34,-45,-14,5,9,-21,13,27,30,-6,17,26,38,NROI
-55,-37,-19,-6,-18,-5,3,5,-2,2,1,-2,11,14,13,12,NROI
-16,-7,4,11,-14,-11,-2,5,-17,-9,-2,3,6,2,7,8,NROI
-4,5,8,10,-10,-2,4,9,-15,-6,0,8,-13,-7,-1,8,NROI
14,-8,0,-54,17,-3,0,-52,18,2,0,-49,19,4,0,-45,NROI
-27,-13,18,45,-27,-14,16,42,-27,-15,14,39,-27,-16,12,36,NROI
0,-1,5,4,0,0,4,3,-1,0,2,3,-1,0,0,3,NROI
-3,-4,-2,4,-2,-3,-1,4,-1,-1,1,5,0,2,3,5,NROI
3,4,0,-6,2,3,-1,-6,1,1,-3,-6,0,-1,-4,-6,NROI
11,7,1,-7,5,4,0,-10,-1,1,0,-14,-3,0,1,-17,NROI
47,25,2,-7,38,16,-2,-9,29,6,-6,-10,21,-2,-8,-9,NROI
17,8,0,-5,13,6,-1,-6,9,3,-2,-6,8,0,-5,-8,NROI
4,-1,-3,-2,4,-1,-2,-1,4,0,-1,1,4,2,0,2,NROI
-2,0,0,-2,-2,1,0,-1,-1,1,0,-1,0,2,1,0,NROI
-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,NROI
-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,NROI
-1,-1,0,0,-1,-1,0,0,-1,-1,0,1,0,0,0,1,NROI
-2,-1,-1,0,-2,-1,0,0,-1,-1,0,0,-1,0,0,1,NROI
0,-1,-1,-1,0,-1,0,0,0,0,0,0,1,1,1,1,NROI
-1,-1,-1,0,-1,-1,0,0,0,0,0,1,1,1,1,2,NROI
-2,0,4,5,-1,-1,3,3,-1,0,1,2,0,0,0,0,NROI
0,1,3,5,-2,-1,1,3,-4,-2,-1,1,-5,-3,-1,0,NROI
0,1,3,7,-2,0,1,6,-3,-2,-1,5,-4,-4,-1,4,NROI
-4,-4,-3,-3,-1,-1,-1,-1,1,1,2,2,3,3,4,4,NROI
-5,-5,-4,-4,-2,-2,-2,-1,0,1,1,1,2,3,3,3,NROI
-5,-3,-2,-1,-2,-1,-1,0,0,0,0,1,2,0,1,2,NROI
1,1,-4,-15,2,2,-3,-14,3,3,-2,-13,4,4,-1,-13,NROI
18,7,-8,-17,20,8,-8,-18,21,9,-7,-18,21,9,-8,-18,NROI
8,1,-2,-1,8,1,-2,-1,8,1,-2,-2,8,0,-3,-2,NROI
1,0,-1,2,1,0,-1,2,0,0,-1,2,0,0,-2,2,NROI
-12,-6,5,18,-12,-6,5,18,-12,-6,5,19,-12,-6,5,19,NROI
-23,-7,6,15,-23,-7,6,15,-23,-7,6,16,-23,-7,6,16,NROI
1,0,-1,-3,1,0,-2,-3,2,0,-1,-3,2,0,-2,-3,NROI
4,1,-1,-3,4,1,-1,-3,4,1,-2,-3,4,1,-1,-3,NROI
-1,-1,0,-1,-2,-1,0,0,-1,-1,0,0,-1,0,0,0,NROI
1,0,-1,-2,1,0,0,-1,2,1,0,-1,2,1,0,-1,NROI
0,0,1,-2,1,0,-2,-16,1,0,-21,-61,1,1,-32,-84,NROI
36,26,10,22,3,-20,-23,7,-36,-53,-29,0,-40,-44,0,6,NROI
1,-7,-4,-3,-1,-2,-3,-9,3,7,5,0,3,2,-1,4,NROI
-17,-14,-23,-15,-20,-15,0,8,-6,-1,15,30,11,15,14,37,NROI
-57,-57,-41,-10,-30,-27,-17,12,-4,5,13,29,4,21,29,33,NROI
-13,-11,2,17,15,12,16,-3,18,7,-5,-27,10,-3,-15,-5,NROI
16,15,9,-3,10,3,-11,-12,-1,-4,-13,-7,7,0,0,11,NROI
-13,3,3,8,-6,7,-3,3,1,2,-5,-1,5,-11,-5,-5,NROI
-20,-3,10,4,-24,-4,11,7,-24,-3,9,5,-23,-5,5,2,NROI
-10,-9,0,8,-3,-8,-2,8,0,1,0,8,0,7,3,9,NROI
-11,-2,5,2,-12,-2,5,3,-16,-5,4,3,-20,-9,2,2,NROI
1,-6,-14,-9,6,4,-11,-19,7,8,-3,-14,6,9,4,-1,NROI
7,10,10,8,-11,-3,6,7,-20,-8,-1,1,-11,0,-3,-5,NROI
4,-1,-3,2,1,-4,2,9,0,-4,1,8,0,-2,-5,-4,NROI
79,65,8,0,85,27,-3,-12,62,0,-3,-26,16,-4,-13,-38,NROI
52,6,-6,9,22,-3,-3,-1,-4,4,0,-8,-4,4,3,-2,NROI
26,10,-2,-7,18,2,-2,4,15,-5,-4,8,12,-6,-5,-3,NROI
-16,4,3,-22,-8,-4,-7,4,-9,-9,9,59,-17,8,52,93,NROI
-102,-51,-25,-12,-47,-8,-1,3,-4,4,9,20,0,2,17,29,NROI
-37,-36,-25,-13,-18,-10,1,3,0,4,9,4,2,-1,3,-1,NROI
-10,-15,-14,-3,1,0,-2,4,2,6,0,-1,3,6,-9,-19,NROI
11,8,22,18,21,21,28,27,-9,-34,-27,-8,-38,-80,-89,-70,NROI
11,-17,-23,-35,28,7,-6,-24,19,25,15,-8,-28,8,6,-6,NROI
-2,-5,-1,-3,3,-5,-4,-7,14,2,0,-3,26,14,4,4,NROI
6,-1,-9,-18,3,1,-3,-10,7,4,0,-7,15,9,0,-8,NROI
6,2,-6,-23,10,-1,-11,-22,13,3,-8,-20,15,11,0,-25,NROI
2,-1,2,6,7,0,-5,-2,7,-6,-13,0,0,-14,-14,15,NROI
-58,-47,-30,-12,-54,-27,3,29,-35,7,41,60,-4,41,64,70,NROI
-49,-29,-21,-3,-4,12,9,14,12,16,2,-2,16,5,-14,-19,NROI
-2,5,5,-1,0,4,10,8,-29,-23,0,7,-55,-51,-20,0,NROI
-1,-17,-14,-16,-1,-3,-1,-5,0,1,4,1,4,0,4,3,NROI
-14,-11,-8,-1,-5,-5,-4,0,1,1,-1,1,4,3,1,2,NROI
19,3,1,-40,18,0,0,-36,17,-3,0,-34,17,-4,0,-32,NROI
-21,-12,16,38,-21,-14,13,34,-21,-15,12,32,-21,-15,11,29,NROI
-2,1,-3,2,-3,1,-5,1,-5,1,-7,1,-5,1,-8,1,NROI
-5,-2,0,-1,-4,0,1,0,-3,1,3,0,-2,3,4,0,NROI
5,3,1,0,3,1,0,0,2,-2,-2,0,1,-3,-3,0,NROI
1,4,2,-19,4,3,-4,-27,6,1,-13,-37,7,-2,-22,-47,NROI
21,1,0,0,16,-1,0,-1,9,-3,-2,-6,4,-6,-5,-11,NROI
16,6,1,-1,13,3,-1,-2,8,0,-3,-3,3,-3,-5,-4,NROI
0,-2,-3,-2,-1,-1,-1,0,-1,0,0,1,-1,0,1,2,NROI
-1,0,0,-1,-1,0,0,0,0,0,1,1,0,0,1,1,NROI
-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NROI
-1,-1,-1,-1,0,0,0,-1,1,1,1,0,1,1,1,0,NROI
-1,-1,0,1,-1,0,0,1,0,0,1,1,0,0,1,2,NROI
-1,-1,0,0,-1,0,0,0,-1,0,1,1,0,0,1,1,NROI
-2,-1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,1,NROI
-1,-1,-1,0,-1,0,0,1,0,1,1,1,0,1,1,1,NROI
-2,-2,-3,-2,-1,-1,-1,0,-1,0,1,2,0,1,4,4,NROI
-7,-5,-3,-2,-4,-3,-1,1,-2,0,2,3,0,2,4,5,NROI
-5,-4,-2,1,-3,-2,-1,0,0,0,1,-1,2,3,2,-2,NROI
2,2,3,4,-1,0,1,2,-2,-2,-1,1,-4,-4,-3,-1,NROI
-2,0,1,1,-2,0,2,3,-3,-2,0,2,-5,-3,-2,-1,NROI
-1,-3,-3,-2,2,0,-1,0,0,0,0,1,-2,0,0,1,NROI
2,2,-3,-15,4,3,-3,-15,4,3,-3,-15,5,4,-2,-14,NROI
19,7,-9,-19,18,7,-8,-18,19,7,-8,-18,19,8,-8,-18,NROI
8,1,-3,-3,10,2,-2,-3,9,2,-2,-3,9,2,-2,-3,NROI
1,0,-2,3,0,-1,-2,2,0,-1,-2,2,0,-1,-3,2,NROI
-10,-4,7,20,-10,-4,6,19,-10,-4,5,19,-11,-5,4,18,NROI
-21,-5,8,17,-22,-6,6,15,-23,-7,6,15,-24,-8,5,14,NROI
4,2,0,-2,2,0,-3,-6,2,0,-3,-7,1,-1,-4,-8,NROI
6,4,3,2,2,0,0,0,1,-1,-1,0,1,-2,-2,-1,NROI
0,1,2,2,-1,1,0,0,-2,0,-1,-3,-2,2,1,-5,NROI
4,0,-4,-3,6,-3,-7,-3,4,-7,-1,6,5,-5,15,18,NROI
-3,-1,-24,-65,0,7,-5,-35,15,25,7,-29,22,21,2,-34,NROI
-7,-16,13,18,19,2,-10,-3,41,34,-7,-34,11,13,-21,-74,NROI
1,-1,-1,12,-15,-6,5,24,-57,-29,9,46,-119,-69,14,79,NROI
-45,-52,-51,-16,-31,-43,-27,8,0,0,12,27,30,28,24,21,NROI
-15,1,8,0,0,5,2,-9,15,4,-9,-14,8,-3,-13,-11,NROI
-11,-7,-4,5,-15,2,13,0,-6,4,7,-1,-1,8,1,-2,NROI
1,-6,0,9,0,-1,4,10,0,0,2,3,-3,-1,-3,-7,NROI
13,-15,4,-1,11,-17,7,-6,6,-15,10,-14,0,-15,12,-22,NROI
-23,-7,3,2,-20,-3,6,6,-23,-3,5,5,-25,-4,2,2,NROI
-6,0,-3,0,-2,0,-1,0,-3,-2,0,0,-3,-5,0,0,NROI
-9,-6,3,7,-1,-8,-2,7,0,-5,-1,7,3,-2,1,7,NROI
-1,2,0,-2,2,2,-1,-2,2,2,-1,-2,2,2,0,-3,NROI
-2,-2,-5,-4,2,-2,-1,3,-1,3,0,0,1,3,1,0,NROI
14,9,1,-26,18,8,-7,-55,21,11,-29,-55,18,-2,-63,-52,NROI
31,29,4,-13,43,22,-4,-13,42,7,-8,-12,21,-7,-14,-20,NROI
10,6,6,3,12,2,-4,-10,10,0,-12,-21,-1,-6,-16,-26,NROI
-6,-7,-9,-4,-18,-6,0,19,-10,-1,24,47,4,14,49,72,NROI
-63,-22,19,35,-31,1,19,23,-16,0,6,4,-2,0,-3,-10,NROI
0,6,22,26,-6,3,15,16,-25,-13,0,11,-43,-33,-23,-10,NROI
16,12,15,20,6,1,-2,7,5,-8,-17,-17,-12,-19,-27,-41,NROI
18,20,7,1,6,8,0,-4,0,-1,-16,-38,-31,-42,-57,-82,NROI
73,17,-3,9,62,2,-14,-2,29,-12,-15,-1,5,-6,-5,1,NROI
-32,15,38,37,-59,-22,19,24,-56,-28,2,11,-47,-21,-2,9,NROI
16,9,-3,-1,7,7,0,2,-1,1,-1,1,-5,-5,-3,-1,NROI
11,3,-6,-14,12,4,-2,-8,11,3,-3,-9,10,2,-4,-11,NROI
19,11,-2,-26,20,4,-11,-26,19,3,-14,-35,19,2,-16,-40,NROI
-3,-12,2,51,-12,-14,14,70,-20,-10,25,67,-28,-11,34,73,NROI
-4,25,36,38,-3,7,19,31,-21,-15,2,20,-18,-17,-15,-13,NROI
29,12,3,-3,22,10,8,-7,9,6,-6,-35,-27,-23,-38,-63,NROI
-4,-10,15,45,-8,-18,4,37,-31,-25,7,35,-42,-21,12,33,NROI
1,0,4,1,-8,0,5,0,-18,-5,3,-1,-23,-12,-2,-4,NROI
2,3,2,1,-1,1,2,-1,-2,0,1,-2,-3,-1,-1,-4,NROI
16,-4,3,-26,12,-6,4,-22,12,-6,4,-21,10,-6,4,-19,NROI
-12,-12,18,43,-12,-19,15,47,-11,-19,13,45,-7,-20,7,40,NROI
-4,-1,1,11,-10,-12,3,14,-10,-12,3,13,-10,-12,4,12,NROI
-2,2,2,1,-1,0,0,0,-1,0,0,-1,-1,0,-1,-3,NROI
5,0,-1,0,7,3,-1,-2,6,2,-2,-4,3,1,-3,-7,NROI
33,21,-2,-29,28,14,-12,-38,26,9,-17,-40,21,2,-24,-42,NROI
4,2,0,-10,0,4,0,-14,2,4,-3,-16,4,4,-7,-18,NROI
-1,-3,-2,-1,-3,-1,0,0,-1,0,0,0,0,0,0,0,NROI
-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ROI
-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,NROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
-1,-1,0,0,-1,-1,0,1,-1,0,0,1,-1,0,0,1,NROI
-2,-1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,1,NROI
0,2,2,2,0,3,2,2,-1,0,0,1,-1,-3,-1,0,NROI
-2,-2,-1,-1,-1,0,1,2,-2,0,1,2,-1,1,3,4,NROI
-4,-4,-5,-2,-1,-2,-7,-2,0,0,0,0,0,1,3,0,NROI
0,3,5,6,0,4,5,2,-1,-3,-7,-12,-8,-15,-23,-30,NROI
23,21,19,13,16,11,6,-2,1,-4,-10,-20,-17,-22,-26,-34,NROI
-3,-2,-1,0,-3,-2,-1,0,-1,-1,0,2,0,1,2,3,NROI
-3,-1,0,1,-3,-1,0,1,-1,0,2,3,0,2,4,5,NROI
-6,-2,-1,0,-6,-1,0,1,-4,0,1,1,-2,1,2,2,NROI
3,2,-4,-16,3,3,-3,-15,4,3,-2,-14,5,4,-2,-14,NROI
19,8,-8,-19,20,8,-8,-19,21,9,-8,-19,22,9,-8,-19,NROI
9,2,-2,-3,9,2,-2,-3,9,2,-2,-3,9,2,-2,-3,NROI
1,0,-1,2,1,0,-1,1,1,0,-1,0,1,0,-1,0,NROI
-10,-3,6,20,-11,-4,6,19,-12,-6,4,17,-13,-7,3,17,NROI
-21,-5,8,17,-22,-7,7,15,-23,-8,6,14,-24,-9,5,13,NROI
4,2,0,-4,3,1,-2,-5,2,0,-3,-7,1,-1,-4,-7,NROI
3,1,1,2,2,0,-1,0,0,-1,-2,-1,-1,-2,-2,-2,NROI
5,3,-1,2,3,-5,-8,14,2,-7,-12,6,1,-6,-16,-17,NROI
11,0,14,-1,35,16,6,-27,21,1,-12,-37,-20,-35,-36,-37,NROI
24,12,0,-17,-3,-8,-13,-15,-7,-4,0,4,3,9,24,40,NROI
-53,-44,-90,-123,-25,-44,-49,7,0,0,13,42,28,23,44,55,NROI
-128,-39,-8,-20,-16,-4,4,7,-2,-2,1,4,11,11,11,13,NROI
15,32,33,10,0,-9,0,-8,-2,-17,2,10,5,-23,-22,-6,NROI
-8,-15,-1,22,-11,-3,14,22,1,-1,15,29,-8,-5,6,17,NROI
15,12,-1,-2,-1,13,-2,-3,10,11,-3,-2,6,8,-3,0,NROI
-2,2,3,-2,-7,-2,3,2,-7,-5,3,4,0,-5,-1,2,NROI
9,-8,21,-15,8,-13,13,-13,10,-10,5,-8,11,2,-2,-4,NROI
-7,9,11,16,-6,2,2,11,-7,-5,-3,10,-13,-11,-4,11,NROI
0,-3,2,1,1,-1,1,1,2,0,0,0,-2,-1,1,0,NROI
-3,-6,-5,0,0,-2,-2,0,2,2,0,-1,3,3,1,-1,NROI
1,1,-1,-4,0,1,0,-4,-1,1,0,-4,-2,0,0,-5,NROI
3,-2,0,2,3,0,0,-5,-5,0,1,-25,-7,-1,-8,-49,NROI
66,25,-13,0,42,-9,4,-32,15,-4,4,-50,-1,6,-18,-53,NROI
9,6,3,-6,-3,1,-2,-8,5,5,-4,-13,10,5,-9,-21,NROI
1,-1,-7,-9,0,-8,-4,18,-5,-5,21,63,-4,20,58,90,NROI
-56,-31,-11,0,-28,4,0,-5,1,12,1,-8,15,5,-1,-7,NROI
15,16,10,2,8,9,6,0,0,-3,-4,-6,-4,-11,-13,-11,NROI
4,5,8,21,3,0,-2,8,1,-1,-3,-2,-2,-4,-7,-8,NROI
14,18,18,4,-1,1,5,14,-17,-16,-10,8,-24,-20,-15,-6,NROI
9,-8,-20,-33,19,13,2,-4,12,12,3,3,-2,-3,-7,-6,NROI
-31,-31,-32,-38,3,3,7,-6,14,15,16,2,2,-3,-4,-13,NROI
-15,-1,6,17,3,-4,-12,0,8,0,-7,6,-5,-4,-3,7,NROI
-1,3,16,18,-9,-2,10,13,-2,0,3,6,-5,-5,-5,0,NROI
14,7,2,-4,10,4,0,-4,5,1,-1,-2,0,-2,-1,-1,NROI
21,5,-15,-41,22,7,-15,-48,25,11,-11,-45,28,15,-5,-37,NROI
-29,-13,31,67,-34,-22,15,37,-36,-28,13,29,-31,-29,13,30,NROI
16,20,9,-7,-15,0,5,2,-30,-15,0,10,-32,-21,-9,3,NROI
-15,-15,-24,-26,-1,-1,-7,0,3,11,8,10,-13,4,8,6,NROI
-42,-19,-1,11,-11,4,7,9,-7,5,8,5,-18,-7,0,0,NROI
2,0,13,14,-1,-9,7,10,-10,-18,0,7,-19,-25,-4,4,NROI
2,4,3,0,0,2,0,-2,-2,0,-2,-5,-3,-1,-4,-7,NROI
9,-6,5,-17,7,-6,5,-14,6,-6,6,-11,5,-6,6,-9,NROI
-3,-20,2,35,2,-20,-4,30,6,-20,-10,24,10,-20,-15,20,NROI
-8,-10,7,14,-9,-10,8,13,-9,-10,8,12,-9,-10,8,11,NROI
1,2,-1,-5,1,2,-2,-8,1,3,-3,-11,1,4,-3,-13,NROI
5,5,0,-6,3,4,-1,-10,0,2,-2,-14,-2,1,-4,-17,NROI
47,25,0,-13,38,15,-6,-14,29,6,-10,-16,21,0,-13,-17,NROI
16,13,-1,-9,15,10,-3,-8,12,5,-5,-6,9,1,-4,-3,NROI
1,1,0,0,2,1,0,0,2,1,0,0,1,0,0,0,NROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,NROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,ROI
-1,-1,0,1,-1,0,0,1,0,0,1,2,0,1,1,2,NROI
-2,-1,0,0,-1,0,0,1,-1,0,1,1,0,0,1,1,NROI
-5,-5,-4,-1,-3,-1,1,3,-1,2,3,4,-1,3,3,2,NROI
1,2,3,3,4,3,1,-2,2,-1,-7,-13,-2,-9,-18,-28,NROI
22,22,19,14,16,11,3,-3,2,-5,-17,-21,-16,-24,-33,-35,NROI
34,24,15,8,18,9,2,-2,3,-2,-7,-9,-8,-10,-11,-11,NROI
9,6,4,3,1,1,1,2,-2,-1,-1,-1,-4,-3,-2,-4,NROI
-7,-6,-5,-4,-4,-3,-2,-1,0,0,1,2,0,1,2,3,NROI
-6,-4,-2,-1,-3,-2,-1,1,-1,0,1,2,0,1,2,2,NROI
-3,-1,-1,0,-2,1,0,0,-1,4,2,0,-1,5,3,1,NROI
1,-1,-6,-19,1,1,-4,-16,1,2,-1,-12,1,2,0,-11,NROI
20,8,-10,-21,22,8,-9,-20,24,8,-8,-19,24,9,-8,-19,NROI
8,1,-3,-4,9,1,-3,-3,10,2,-2,-3,10,2,-2,-3,NROI
1,0,-2,-1,1,0,-2,-1,1,0,-2,0,2,0,-2,1,NROI
-13,-7,4,17,-12,-6,4,17,-11,-5,5,18,-11,-5,6,18,NROI
-23,-7,6,14,-23,-7,6,14,-22,-7,6,15,-22,-7,7,15,NROI
3,1,-2,-5,3,2,0,-3,3,1,0,-1,-1,-5,-5,-6,NROI
0,-2,-2,-1,3,1,0,-1,5,3,1,0,1,-1,-1,-2,NROI
1,-1,-12,-26,1,6,1,-20,1,8,8,-7,-1,-4,-6,0,NROI
-19,-29,-19,-1,-12,-10,-4,12,10,18,13,16,15,0,-8,7,NROI
-27,-16,-2,11,-10,8,13,11,-8,6,8,5,-20,-25,-21,1,NROI
-13,-27,-5,1,-7,-14,6,10,-10,-2,10,15,-5,6,8,3,NROI
10,7,6,11,10,1,-1,5,2,-9,-10,-8,-12,-18,-13,-15,NROI
18,-5,-23,-12,16,6,-8,2,-1,-5,1,18,-15,-2,9,17,NROI
-22,-13,-4,4,-12,-7,3,13,-1,-3,9,19,-2,0,11,18,NROI
1,-1,-11,-4,7,2,-4,0,5,8,6,-3,0,4,0,-19,NROI
8,-3,-6,-5,14,5,-6,-16,6,12,2,-22,-17,-5,6,2,NROI
12,16,-4,-1,-1,12,-4,9,-15,-6,-1,13,8,0,3,-15,NROI
-8,-4,9,22,1,-7,6,24,9,-13,-2,26,-19,-22,-3,20,NROI
-6,-2,3,1,-5,-3,3,1,2,-1,1,3,-4,-2,-4,0,NROI
2,2,0,-2,1,0,0,-3,-1,-2,0,-4,-2,-3,-1,0,NROI
-1,2,3,-3,-4,2,3,-1,-8,0,2,3,-2,-2,-1,3,NROI
45,48,19,-19,49,39,-5,-28,46,5,-24,-29,30,-37,-28,-22,NROI
44,41,3,-12,47,21,-5,-14,38,6,-3,-16,22,-7,-10,-23,NROI
15,3,-8,-15,6,-8,-12,2,1,-13,-2,42,-5,-15,30,84,NROI
-78,-31,1,-1,-43,-3,6,-7,3,9,-5,1,25,17,0,-7,NROI
12,0,-1,-5,7,1,-2,-6,11,4,-4,-9,7,0,-5,-8,NROI
7,0,-3,0,8,2,-1,-3,9,5,-1,-7,10,5,-1,-7,NROI
14,8,3,3,8,2,-4,-2,1,-4,-6,-5,2,-3,-6,-7,NROI
12,15,19,15,5,6,5,-3,1,-2,-6,-10,-3,-6,-8,-11,NROI
23,20,20,18,8,7,8,4,-6,-6,-6,-5,-7,-7,-6,-5,NROI
9,3,4,4,-2,-3,1,6,-5,-3,-1,2,-6,-5,-3,0,NROI
-5,-4,0,6,-3,-4,-1,3,-3,0,4,7,-5,-1,3,6,NROI
0,3,3,9,-4,-1,0,6,-3,-3,-2,4,-4,-4,-3,3,NROI
0,-1,1,3,-3,-2,1,3,-5,-3,0,3,-6,-5,-1,2,NROI
19,7,-12,-44,20,9,-10,-41,20,9,-8,-36,18,8,-9,-36,NROI
-6,-13,20,35,-3,-14,10,25,-6,-16,5,26,-5,-17,2,23,NROI
-11,1,11,20,-17,-3,5,10,-15,-4,0,3,-18,-6,-1,2,NROI
-16,3,15,16,-18,-4,9,15,-12,-7,1,8,-14,-10,-2,6,NROI
1,7,14,16,-1,2,5,7,-4,0,0,-1,-6,-2,-2,-3,NROI
-6,-9,13,23,-14,-12,10,20,-21,-13,6,17,-23,-12,7,17,NROI
3,5,1,-1,0,2,0,-1,-2,-2,-3,0,-2,-2,-3,0,NROI
8,-2,10,-4,5,-3,11,-4,0,-3,12,-3,0,-4,10,2,NROI
21,-12,-10,25,22,-13,-15,20,22,-14,-20,14,20,-13,-18,10,NROI
-11,-12,7,8,-10,-10,10,7,-9,-5,14,4,-12,-5,14,5,NROI
6,9,1,-9,4,8,0,-9,0,5,-1,-9,-2,2,-2,-7,NROI
0,5,-1,-15,0,4,-6,-23,1,2,-13,-37,4,1,-18,-43,NROI
26,6,-2,-7,18,3,-2,-7,9,1,-1,-8,7,0,-3,-9,NROI
10,1,2,4,7,-2,-2,2,4,-5,-9,-5,3,-5,-9,-4,NROI
0,-1,0,0,1,0,0,0,3,2,0,0,3,2,0,0,ROI
0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,2,NROI
-1,-1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,NROI
-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,NROI
-2,-2,-2,-2,-1,-1,-1,0,0,0,0,1,0,0,0,1,NROI
-2,-1,-1,0,0,0,0,0,1,2,2,0,1,2,2,1,NROI
0,0,1,1,-1,0,1,2,-2,-2,0,3,0,0,1,3,NROI
1,4,4,1,2,3,-1,-9,3,0,-10,-25,-2,-10,-21,-36,NROI
42,32,19,7,26,15,3,-7,5,-8,-16,-19,-4,-12,-17,-20,NROI
11,4,0,0,1,-2,-2,-2,-4,-3,0,0,-8,-7,-1,0,NROI
0,0,0,1,-1,-1,0,0,0,1,0,0,1,2,2,1,NROI
1,2,3,3,0,0,1,1,-1,-1,-1,-2,-2,-3,-3,-2,NROI
-4,-4,-3,-2,-2,-1,0,0,0,1,1,2,3,3,3,4,NROI
-5,-3,-3,-2,-3,-2,-1,0,-1,0,1,2,1,2,3,4,NROI
-4,0,-2,-3,-2,1,-1,-3,1,3,0,-2,2,4,1,-1,NROI
-1,0,-3,-14,0,1,-2,-14,0,2,-1,-13,1,3,0,-12,NROI
23,7,-10,-21,24,8,-9,-20,25,9,-9,-20,26,10,-8,-19,NROI
10,1,-3,-3,10,2,-2,-3,10,2,-2,-3,11,3,-2,-2,NROI
1,-1,-2,0,1,0,-2,0,2,0,-2,1,2,1,-1,1,NROI
-11,-5,4,17,-11,-5,5,18,-10,-4,5,18,-10,-4,6,19,NROI
-23,-7,6,14,-22,-7,6,14,-22,-7,6,15,-22,-6,6,15,NROI
1,-2,-4,-8,4,3,0,-5,3,0,-1,-4,4,3,2,-1,NROI
2,-2,-5,-8,3,-3,-8,-11,6,3,-1,-3,9,6,3,1,NROI
-2,-5,-15,-28,-6,-7,-7,-3,3,2,5,14,8,4,8,23,NROI
-58,-54,-49,-34,-22,-13,4,23,-7,-4,8,23,10,19,22,18,NROI
-42,-26,-17,-9,5,3,0,5,1,0,0,6,-14,-12,-5,2,NROI
3,8,2,-2,11,9,-2,-1,11,9,-2,-2,1,-1,-7,-2,NROI
4,0,-2,-5,14,10,-1,-7,15,14,0,-11,19,17,-3,-16,NROI
-11,-4,-5,1,0,-5,-13,0,-4,0,4,15,-2,10,17,20,NROI
-20,-9,0,1,-10,0,1,1,-1,3,0,-1,0,4,2,1,NROI
-5,0,2,-3,1,2,-2,-1,1,-4,-7,0,0,-5,-2,1,NROI
-7,-18,-20,-18,7,-2,-10,-14,14,8,2,-2,15,7,2,4,NROI
-9,-15,-25,-34,-9,-16,3,3,3,-7,2,15,13,2,-3,21,NROI
5,5,-7,-13,35,20,-5,-14,33,9,-12,-17,38,14,-7,-17,NROI
