x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
6,4,-2,-13,5,3,-3,-14,4,2,-4,-14,4,2,-4,-15,NROI
17,7,-5,-12,16,6,-5,-12,16,5,-6,-13,16,5,-7,-14,NROI
4,0,0,3,3,-1,-1,2,2,-1,-1,1,2,-2,-2,0,NROI
1,1,-2,5,1,0,-3,4,0,-1,-3,4,-1,-2,-4,3,NROI
-12,-5,5,17,-13,-6,4,17,-13,-6,4,16,-14,-6,4,16,NROI
-17,-5,4,11,-17,-5,4,10,-18,-6,4,10,-18,-6,4,10,NROI
3,1,0,-1,3,1,-1,-2,2,0,-1,-2,2,0,-1,-2,NROI
3,1,-1,-2,2,1,-1,-2,2,0,-1,-3,2,0,-2,-3,NROI
2,1,1,0,2,0,0,-1,1,0,-1,-2,1,-1,-2,-3,NROI
2,2,1,0,1,0,-1,-2,1,0,-2,-3,0,-1,-3,-4,NROI
2,1,2,1,0,0,1,0,-1,-1,-1,-2,-2,-2,-2,-3,NROI
3,0,3,1,2,0,1,-2,2,0,-3,-4,2,-1,-5,-6,NROI
0,0,5,-18,1,0,-3,-36,3,0,-12,-52,5,1,-21,-63,NROI
-28,-33,9,35,-45,-15,7,34,-51,-8,7,35,-49,-12,11,38,NROI
-9,-2,-1,0,-9,0,2,0,-8,2,4,0,-7,2,5,2,NROI
-2,1,0,-1,-2,1,0,-1,-3,1,0,-1,-3,1,0,-1,NROI
2,0,-1,-2,2,1,-1,-2,2,1,-1,-2,2,0,-1,-2,NROI
2,1,1,-2,2,0,-4,-6,2,0,-7,-7,2,0,-6,-5,NROI
0,-3,-5,-5,-1,-3,-3,-1,0,0,1,1,3,4,4,3,NROI
-4,-2,0,1,0,2,4,-2,1,2,2,-10,0,-2,-3,-10,NROI
10,7,3,-1,3,-1,-3,-2,-2,-2,-1,2,-1,0,3,9,NROI
-10,-9,-5,0,-5,-1,3,4,-1,1,2,1,4,0,-8,-17,NROI
40,35,22,6,36,20,0,-16,20,0,-19,-26,0,-14,-21,-20,NROI
5,-9,-13,-10,-8,-9,-6,-1,-8,0,4,5,3,8,5,1,NROI
-4,4,0,-10,3,7,2,-7,6,2,-2,-4,0,-1,-4,-7,NROI
-5,-6,-3,1,0,-1,1,1,5,3,0,-3,2,-1,-3,-3,NROI
6,4,4,3,2,-4,-1,1,-1,-4,-1,-2,1,0,-3,-6,NROI
9,4,-2,-7,8,4,-2,-7,3,-1,-2,-1,0,-2,0,2,NROI
-9,-7,-4,-7,-8,-4,0,-3,0,0,0,0,4,2,1,6,NROI
-9,-9,-8,-8,-5,-3,-1,-1,3,3,3,1,10,8,4,0,NROI
1,0,-1,-2,6,3,-1,-4,7,3,-1,-4,5,2,-1,-2,NROI
4,3,0,-4,-1,-3,-3,-2,-2,-5,-3,0,2,0,0,1,NROI
-6,-8,-9,-7,-1,-1,-2,-3,4,4,2,0,3,3,1,0,NROI
-3,-2,-2,-1,0,-1,-2,-2,2,1,1,-1,3,3,3,2,NROI
1,1,0,-2,1,0,-2,-5,-1,-3,-6,-7,2,1,0,0,NROI
1,-1,-1,2,-4,-7,-5,4,-3,-3,-1,4,6,7,6,4,NROI
0,-3,-2,0,0,-6,-5,-1,1,-4,-4,-1,3,0,0,1,NROI
-3,-8,-16,-20,0,-1,-5,-10,1,2,1,-3,2,3,2,0,NROI
-27,22,86,93,-30,-19,53,93,-29,-39,15,72,-25,-38,-16,24,NROI
11,1,-3,-3,19,8,-1,-12,12,11,1,-18,-18,-1,0,-12,NROI
1,-1,1,2,2,-1,0,1,-1,-2,0,1,-4,-2,0,0,NROI
0,-1,2,8,-1,-1,1,7,-2,-2,0,6,-3,-3,-1,6,NROI
-12,-4,5,18,-13,-5,3,16,-13,-6,5,11,-14,-6,7,13,NROI
-4,3,12,23,-4,8,21,27,-5,13,15,-13,-11,-12,-40,-92,NROI
130,114,87,9,113,58,-4,-49,39,-13,-43,-32,-36,-42,-17,3,NROI
-10,-18,-2,16,-13,15,20,1,9,19,3,-25,10,-10,-26,-33,NROI
37,5,-14,-9,3,-9,-7,-4,-13,-2,9,7,-5,2,10,17,NROI
-15,-13,-9,-5,-7,-8,-5,1,5,0,0,7,15,9,7,11,NROI
-1,1,-2,-15,7,7,3,-12,13,9,-1,-15,14,6,-3,-16,NROI
-131,-29,49,68,-131,-45,35,66,-134,-52,29,62,-135,-51,29,56,NROI
4,1,5,-2,4,0,5,-1,-1,-3,5,-2,-10,-7,5,-4,NROI
-7,-5,-1,0,-3,-1,0,0,-2,1,1,0,-3,3,2,0,NROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
0,0,0,-1,0,0,0,-4,0,0,0,-5,0,0,0,-5,ROI
7,2,-1,1,1,-1,0,5,-1,-2,0,4,0,-2,0,1,NROI
35,27,11,-6,34,18,-5,-26,28,5,-22,-43,19,-8,-36,-53,NROI
23,2,2,3,7,-4,0,5,-2,-5,-1,1,-6,-2,-4,-6,NROI
12,11,7,-1,12,7,1,-5,7,1,-4,-8,-2,-6,-8,-11,NROI
2,-2,0,0,3,1,0,0,2,1,-1,-1,0,0,-1,-1,NROI
0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,NROI
0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,ROI
4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,ROI
4,4,3,3,1,0,0,0,1,0,0,0,0,0,-1,-1,NROI
4,3,1,-1,1,1,-2,-5,0,0,-2,-5,0,0,-2,-5,NROI
7,5,-1,-11,3,0,-4,-13,2,0,-5,-13,2,0,-5,-13,NROI
15,5,-6,-13,15,6,-6,-10,15,6,-6,-11,15,5,-6,-12,NROI
2,-2,-3,-1,7,2,0,-2,6,3,-1,-3,5,2,-2,-4,NROI
2,2,0,6,-1,0,1,1,-1,-1,0,1,-2,-2,-1,0,NROI
-12,-4,7,19,-18,-9,4,18,-19,-9,3,18,-19,-10,3,18,NROI
-15,-3,6,11,-16,-4,4,9,-16,-4,3,9,-16,-5,3,8,NROI
3,1,0,-1,1,0,-2,-3,1,0,-2,-3,1,0,-2,-3,NROI
5,3,1,0,3,0,-2,-3,3,0,-2,-3,3,0,-2,-3,NROI
4,2,1,0,1,0,-1,-1,1,0,0,-1,1,0,0,0,NROI
2,1,0,-1,1,0,-1,-2,1,0,-1,-2,1,0,0,-1,NROI
0,0,-2,-4,0,0,-4,-9,0,0,-3,-8,0,0,-1,-5,NROI
1,0,-5,-6,0,2,3,-4,-1,1,1,-5,-1,0,-1,-8,NROI
22,18,-11,-55,11,13,-22,-76,13,13,-25,-78,15,11,-33,-81,NROI
-57,-29,6,29,-54,-15,18,33,-49,-12,20,34,-41,-6,22,34,NROI
-6,1,4,3,-5,-1,0,1,-5,-1,0,1,-5,-1,-1,0,NROI
-2,0,-1,-2,3,-2,-3,-3,2,0,-1,-2,2,2,1,0,NROI
1,0,-1,-3,0,-1,-3,-4,2,0,-1,-2,4,3,1,0,NROI
0,-1,-6,-3,-1,-2,-4,0,1,0,2,2,3,2,1,0,NROI
5,5,3,0,7,3,-4,-10,5,-1,-8,-12,4,-1,-5,-7,NROI
-1,-3,-4,2,-9,-6,-2,6,-7,0,7,6,-2,4,9,5,NROI
-3,-7,-1,8,-3,-5,4,8,3,1,0,-5,6,3,-7,-19,NROI
40,29,9,-7,29,9,-7,-7,15,2,-5,-5,2,-3,-3,-2,NROI
-12,-13,-10,-4,-5,0,6,6,7,2,-5,-6,7,4,0,0,NROI
2,-3,-13,-18,2,-9,-13,-8,3,8,5,-8,7,9,3,-10,NROI
2,7,2,-6,16,5,0,-1,-2,0,0,-4,-6,-4,-4,-6,NROI
-4,-4,-1,1,4,2,-2,-5,0,-3,-4,-3,1,1,1,2,NROI
-1,-4,-10,-12,-8,-9,0,1,-1,1,3,2,4,5,0,-2,NROI
-6,-5,-5,-7,1,0,4,4,2,-5,-8,-1,3,0,-3,1,NROI
-11,-10,-7,0,-2,-3,-1,2,7,9,3,-6,8,10,6,-3,NROI
9,3,-4,-10,6,-2,-9,-10,-1,4,5,-2,0,1,0,-3,NROI
-3,-5,-6,-7,1,3,2,-1,-4,-8,-2,7,2,2,4,8,NROI
-1,-2,-5,-7,1,-4,-9,-7,13,5,2,1,13,9,6,-1,NROI
0,-3,-2,1,4,-3,-1,6,7,0,-2,-3,2,0,-4,-7,NROI
3,0,-3,-1,6,-1,-7,-1,-5,-5,3,19,-7,4,22,32,NROI
-8,-4,-6,-9,6,19,9,-5,20,16,3,-4,18,5,-5,-11,NROI
3,0,-2,-5,1,-6,-8,-1,9,6,1,-1,2,0,-1,0,NROI
-3,-4,-5,-4,0,-2,-4,-4,2,1,0,0,5,6,7,7,NROI
-7,-6,-6,-7,-6,-3,0,2,-2,0,1,4,5,4,3,5,NROI
-6,-19,-21,-13,1,-12,-8,-12,13,2,4,-1,13,12,12,8,NROI
-2,31,52,61,-42,-23,23,57,-33,-28,2,36,-21,-25,-11,21,NROI
0,0,1,2,3,-1,-3,-2,0,4,0,-4,4,-3,-1,-4,NROI
-1,-1,1,7,-4,-2,1,6,-5,2,9,9,-8,-3,2,-8,NROI
17,26,42,45,15,24,37,-3,2,-9,-61,-78,-39,-76,-76,-71,NROI
87,45,0,-23,6,-25,-21,5,-23,-15,-1,7,-1,9,9,-1,NROI
-7,17,34,19,36,29,6,-15,13,2,-6,-11,-6,-12,-10,-3,NROI
6,-9,-12,-8,-12,-8,-4,2,-5,-2,1,5,5,5,7,8,NROI
-17,-17,-11,1,-6,-1,2,4,-3,0,2,3,-3,-1,1,2,NROI
9,4,0,-1,7,10,2,-8,4,5,0,-8,0,0,-3,-7,NROI
3,-3,-3,-9,-2,-6,2,-2,0,-2,4,1,3,0,3,1,NROI
-136,-51,23,44,-131,-44,20,42,-122,-34,26,43,-111,-20,35,44,NROI
-13,-8,4,-5,2,3,0,3,0,0,-1,3,-5,-4,-2,3,NROI
-4,2,1,-1,1,2,-3,-4,0,0,-3,-2,0,-1,-2,0,NROI
-1,0,-1,-2,0,3,0,-8,1,3,1,-7,2,4,1,-6,NROI
9,9,9,6,-1,-3,-1,1,0,-2,-1,0,1,-1,-2,-2,NROI
3,3,3,-5,7,16,10,-20,3,5,-5,-35,-4,-10,-28,-55,NROI
55,27,5,-7,26,6,-1,-2,17,1,-5,-5,4,-7,-9,-8,NROI
2,7,1,-6,6,3,-2,-8,4,1,-3,-9,1,-1,-4,-10,NROI
3,1,1,0,-1,-3,-2,1,0,-2,-2,1,0,-2,-1,1,NROI
-2,-2,-2,-2,2,3,0,0,2,3,0,0,2,2,0,0,NROI
-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,ROI
-2,-2,-1,-1,0,0,0,1,0,0,0,1,0,0,0,1,NROI
1,1,1,0,1,1,0,0,0,0,0,-1,0,0,-1,-1,NROI
1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,ROI
2,2,-1,-4,2,2,-1,-4,1,1,-1,-5,1,1,-2,-5,NROI
5,2,-2,-10,4,2,-3,-11,4,1,-3,-12,4,1,-3,-12,NROI
16,7,-6,-11,16,7,-7,-12,16,6,-8,-13,15,6,-9,-15,NROI
7,3,0,-2,6,2,-1,-3,5,1,-2,-4,4,0,-3,-5,NROI
0,0,1,2,-1,-1,0,2,-2,-2,-2,1,-3,-3,-2,1,NROI
-16,-6,7,21,-16,-6,7,21,-17,-7,6,20,-17,-7,6,20,NROI
-16,-4,4,9,-16,-4,4,9,-16,-5,3,8,-17,-5,3,8,NROI
0,0,-2,-3,1,0,-1,-3,0,0,-2,-3,0,0,-2,-3,NROI
4,1,-1,-2,4,1,-1,-2,4,1,-1,-2,4,1,-1,-2,NROI
0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,ROI
1,0,-1,-2,1,0,-1,-1,1,1,0,-1,1,1,0,-1,NROI
0,-1,-1,-4,0,0,0,-3,1,0,0,-2,1,1,0,-2,NROI
1,2,-1,-6,2,1,-3,-6,3,0,-4,-4,4,0,-4,-1,NROI
54,43,-6,-46,54,33,-17,-46,53,20,-29,-44,51,6,-39,-41,NROI
-39,-7,16,27,-33,-6,14,23,-31,-6,10,18,-32,-10,5,12,NROI
-3,1,2,2,-6,0,1,1,-10,-2,0,1,-15,-5,-1,0,NROI
-1,2,1,0,-2,2,1,0,-3,1,0,-1,-3,-1,-2,-2,NROI
3,1,0,-2,3,2,0,-1,3,1,-1,-2,0,-1,-2,-3,NROI
4,2,-6,-4,4,3,-8,-6,3,2,-4,-6,1,1,-1,-5,NROI
1,1,0,-2,0,2,3,3,-2,-2,0,0,-5,-6,-5,-3,NROI
2,2,3,-2,4,1,-1,-10,3,0,-3,-17,0,-3,-7,-22,NROI
21,16,6,-5,10,4,0,-4,0,-5,-4,-1,-3,-5,-4,0,NROI
-6,-7,-5,-4,-1,-1,-1,-1,6,5,3,1,8,9,6,3,NROI
-5,-3,-1,-2,1,2,1,-3,7,5,0,-7,6,4,-1,-7,NROI
12,5,-3,-8,8,0,-5,-6,4,-1,-2,-1,4,0,0,3,NROI
-3,-11,-12,-9,3,-6,-8,-5,8,2,0,-1,12,10,6,0,NROI
-2,0,0,-1,3,4,3,0,2,0,0,-1,-1,-5,-5,-1,NROI
-2,-4,-12,-12,-2,-5,-10,-8,1,1,1,3,7,11,12,12,NROI
-8,-1,2,-3,-3,7,10,0,3,5,2,-4,5,-2,-9,-9,NROI
0,0,4,2,-4,-6,0,0,0,-2,-2,-4,7,6,-1,-3,NROI
0,-5,-9,-7,0,-2,-3,-1,0,3,6,5,3,7,9,9,NROI
-2,1,-1,-5,0,1,1,-2,1,-1,-1,1,5,1,0,0,NROI
-1,-1,-2,-12,1,1,4,-3,2,-2,4,5,-1,-7,0,6,NROI
-22,-18,-18,-19,-9,-1,0,-2,5,11,9,3,8,10,5,-2,NROI
-15,-6,-1,-3,2,5,1,-4,2,2,2,5,-7,-10,-6,5,NROI
-4,-6,-2,-5,-6,-2,7,5,8,4,5,2,15,4,-5,-7,NROI
-7,-7,-6,-12,1,1,2,-7,1,-1,1,0,-2,-1,1,7,NROI
-13,-10,-8,-7,-7,-4,-1,0,-1,1,4,4,5,5,6,6,NROI
-6,-8,-10,-10,0,-2,-4,-6,5,4,2,0,9,9,8,7,NROI
-9,-1,-4,-8,-4,10,4,-4,-1,15,8,0,-1,11,11,7,NROI
-9,-15,-13,12,-1,-5,-10,2,5,5,-1,-1,11,12,7,1,NROI
16,19,9,8,-1,14,15,4,-19,0,-10,-30,-33,-28,-45,-55,NROI
50,42,17,-12,20,-1,-12,-13,-9,-13,-5,4,-11,1,6,2,NROI
-15,-7,9,14,-2,-1,12,12,11,1,1,-2,2,-1,-11,-15,NROI
22,13,1,-7,13,-1,-11,-12,1,-3,-4,-3,-5,1,5,4,NROI
-12,-7,-4,1,-7,0,2,4,-4,0,3,3,-4,-1,6,2,NROI
3,2,1,1,4,2,0,-2,3,0,-3,-4,0,-2,-4,-3,NROI
-2,-1,1,2,-4,-3,-1,1,-5,-2,1,4,-3,2,8,12,NROI
0,-1,-2,-4,1,-1,-3,-3,6,1,-2,-1,11,4,0,1,NROI
6,1,0,0,7,-1,-7,-3,8,-1,-10,-1,10,2,-6,10,NROI
-135,-41,8,9,-122,-29,13,9,-101,-17,15,9,-74,-7,12,7,NROI
-7,-5,0,6,-9,-6,1,6,-9,-4,4,6,-8,0,6,6,NROI
0,-2,0,3,0,-2,1,4,-1,-1,1,3,-1,0,1,1,NROI
6,6,4,-2,5,4,1,-2,2,0,-2,-5,-1,-5,-7,-8,NROI
8,4,2,0,8,3,-2,-6,6,-1,-7,-15,3,-5,-12,-25,NROI
48,33,11,-12,39,18,-5,-23,26,5,-17,-27,11,-8,-24,-28,NROI
4,-1,-1,0,0,-1,0,0,1,0,0,-1,3,0,-3,-4,NROI
9,6,3,-1,8,2,1,-2,5,-1,-2,-2,2,-4,-4,-3,NROI
-1,-2,-1,1,-1,-1,0,1,0,0,1,2,0,0,1,2,NROI
1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,NROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,ROI
0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,NROI
0,-1,-1,-2,-1,-1,-1,-2,0,0,0,-1,1,0,0,0,NROI
1,1,-1,-4,1,1,-1,-4,2,0,-1,-3,2,1,-1,-3,NROI
3,1,-4,-13,4,1,-4,-13,6,4,-2,-13,6,4,-2,-13,NROI
19,10,-5,-11,19,9,-6,-12,16,5,-7,-12,16,5,-7,-13,NROI
8,4,1,-1,7,3,0,-2,5,0,-3,-5,5,0,-3,-5,NROI
-2,-2,-1,2,-3,-2,-1,2,-4,0,2,6,-4,0,2,6,NROI
-17,-8,5,20,-17,-8,5,20,-14,-6,5,18,-14,-6,5,18,NROI
-16,-5,4,9,-16,-5,4,9,-18,-5,6,12,-18,-5,5,12,NROI
1,1,-1,-2,1,0,-1,-2,2,0,-1,-3,2,0,-2,-3,NROI
3,0,-2,-3,3,0,-2,-3,3,0,-1,-2,3,0,-1,-2,NROI
-2,-1,0,-1,-1,-1,0,0,-1,0,1,0,-1,0,1,0,NROI
1,0,-1,-1,1,0,-1,-1,2,0,-1,-2,2,0,-1,-2,NROI
1,1,0,-3,1,1,-1,-3,0,0,-3,-7,0,0,-3,-8,NROI
4,-3,-5,1,5,-2,-5,3,5,8,-8,-6,4,9,-7,-3,NROI
79,23,-16,-7,77,14,-22,-4,69,0,-32,-3,69,3,-27,0,NROI
-21,-1,12,19,-22,-3,8,15,-21,-5,3,11,-22,-8,0,7,NROI
-5,7,12,14,-8,4,10,13,-14,-5,-1,6,-19,-11,-7,0,NROI
0,2,1,0,0,0,-1,-1,-1,-3,1,5,-6,-1,-2,-3,NROI
0,-1,-2,-4,0,-2,-3,-5,6,3,0,-1,0,3,3,1,NROI
1,0,0,-4,1,0,-4,-6,6,7,1,-5,3,0,0,2,NROI
-3,-4,-2,-1,-2,0,3,2,-1,4,6,0,6,2,-6,-14,NROI
14,8,2,-8,12,1,-8,-9,5,-6,-9,1,-2,-4,-5,3,NROI
1,1,-3,-7,7,9,-1,-10,4,-2,-5,-3,1,-1,5,10,NROI
-4,2,2,-2,-8,2,5,-3,5,11,4,-10,6,-4,-9,-5,NROI
8,7,4,0,7,4,0,-2,-2,-4,-3,0,-5,-5,0,6,NROI
-4,-8,-9,-7,0,1,0,-5,5,9,7,0,10,11,6,-2,NROI
8,4,-1,-7,4,-3,-6,-9,6,-8,-11,-6,4,1,0,1,NROI
-12,-15,-13,-6,-9,-8,-5,-1,2,9,12,8,3,4,4,0,NROI
6,12,9,4,8,11,5,-2,0,-11,-5,-1,-3,-8,-5,-1,NROI
1,-6,-9,-7,-3,-4,0,0,1,0,-2,-5,4,7,7,6,NROI
4,3,-1,-2,0,-1,2,2,-2,-4,-5,-4,7,1,-2,0,NROI
-1,-1,-1,0,0,1,1,1,-3,-4,-4,-3,1,3,6,8,NROI
-1,-4,-8,-13,-1,-4,-7,-10,0,3,7,10,8,6,3,0,NROI
-11,-12,-11,-5,-2,-1,-5,-3,10,2,1,1,7,7,6,4,NROI
1,-2,-3,-5,0,-5,-2,4,2,1,0,-1,5,2,0,-2,NROI
-6,-12,-16,-9,8,2,-6,-13,2,2,0,-4,0,2,4,0,NROI
3,-1,-12,-12,-3,2,-5,-7,-2,1,6,11,0,-1,2,7,NROI
-13,-6,-3,-1,-8,0,4,2,3,0,-2,0,4,7,6,2,NROI
-4,-6,-7,-7,-1,-3,-5,-6,3,8,6,0,5,10,7,3,NROI
-4,-2,0,-1,-3,-1,3,5,-3,-3,0,7,4,8,17,23,NROI
-13,-7,-1,0,0,0,8,8,15,16,9,-6,15,-1,-18,-25,NROI
14,10,5,-3,14,3,-3,-10,-6,-16,-13,0,-5,0,3,-1,NROI
1,-4,-1,4,-2,29,22,10,22,4,-1,-8,5,-1,-4,-8,NROI
17,16,11,5,8,0,-1,-1,-4,-8,-8,-5,0,-1,0,4,NROI
-5,-8,-10,-9,-7,-10,6,11,-6,-3,2,2,2,4,2,2,NROI
-8,-5,-4,-5,8,1,-6,-6,1,1,1,0,0,0,0,0,NROI
-4,1,8,-1,1,5,4,-1,1,1,0,-2,0,0,0,-8,NROI
0,-2,-3,-1,0,-2,-2,1,-1,-2,-1,4,5,8,5,9,NROI
-26,-19,-11,-6,-21,-10,-1,3,-11,13,25,17,0,25,36,39,NROI
2,-9,-13,-11,8,-7,-11,-8,21,3,-4,-2,30,20,24,18,NROI
-5,-11,-16,6,-1,-5,-8,24,0,-4,-1,66,6,5,2,106,NROI
-54,-6,0,-2,-32,1,-1,-1,-18,4,7,9,-8,4,7,9,NROI
-13,-3,2,-1,-10,0,4,-1,-3,0,1,1,-3,-1,1,1,NROI
-1,2,2,-1,-1,3,2,-3,1,0,-4,-7,1,0,-6,-10,NROI
6,1,-1,-1,4,-1,-3,-2,4,2,0,4,1,-1,-4,-4,NROI
19,11,2,-16,18,8,-3,-26,25,7,-18,-46,14,-7,-31,-53,NROI
24,9,-1,0,13,2,-4,1,0,1,1,-1,0,0,0,-2,NROI
12,7,2,-2,12,6,-2,-6,6,0,-6,-11,5,0,-6,-10,NROI
2,-2,-2,0,-2,-3,-2,-1,-4,0,0,0,-4,0,0,0,NROI
0,1,2,2,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,NROI
1,1,1,1,1,1,1,1,-2,-2,-1,-1,-2,-2,-1,-1,NROI
1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,NROI
1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,NROI
0,0,-1,-1,0,0,0,-1,1,1,0,0,1,1,1,0,NROI
0,0,-1,-1,0,0,0,-1,1,1,0,0,1,1,1,0,NROI
3,1,-1,-2,3,1,-1,-2,4,1,-1,-3,4,1,-1,-2,NROI
5,3,-3,-14,5,3,-3,-14,5,3,-3,-14,5,3,-3,-14,NROI
16,5,-7,-13,16,5,-6,-12,16,5,-6,-11,16,5,-6,-11,NROI
6,1,-2,-3,7,2,-2,-3,7,2,-1,-2,7,3,-1,-2,NROI
-5,-2,1,4,-5,-2,1,4,-5,-1,1,4,-4,-1,2,3,NROI
-12,-5,7,20,-13,-5,6,19,-13,-6,6,19,-14,-6,5,19,NROI
-18,-5,5,11,-19,-5,5,11,-19,-6,4,11,-19,-6,4,10,NROI
3,1,-1,-2,3,1,-1,-2,2,1,-1,-2,2,1,-1,-2,NROI
3,0,-1,-2,3,0,-1,-2,3,0,-1,-2,3,0,-1,-2,NROI
0,0,1,0,-1,0,1,0,0,0,1,0,0,0,1,0,ROI
2,0,-1,-2,2,0,-1,-2,2,0,-1,-2,2,0,-1,-2,NROI
1,1,-2,-6,2,1,-2,-7,1,1,-2,-6,1,1,-2,-6,NROI
1,5,-7,-4,1,4,-5,-1,1,3,-3,0,0,1,-3,0,NROI
60,-2,-28,-4,57,0,-22,0,52,-1,-17,3,44,-3,-15,2,NROI
-16,-4,4,11,-15,-5,4,11,-13,-5,5,12,-13,-7,5,12,NROI
-4,2,6,12,-7,-2,2,7,-9,-5,0,5,-11,-7,-1,4,NROI
-9,2,0,-1,-16,-2,0,4,-20,-5,1,8,-22,-4,0,5,NROI
-4,-1,0,-3,0,0,-3,-5,4,2,-3,-6,3,3,0,-5,NROI
1,-3,2,5,1,0,1,-1,1,0,-7,-13,0,-5,-19,-24,NROI
21,8,-3,-8,11,0,-7,-7,0,-3,-3,-1,-4,1,4,4,NROI
-5,-4,-5,-5,-2,-1,-5,-6,2,1,0,6,3,4,8,15,NROI
-6,0,2,-3,1,8,4,-8,2,2,-1,-9,0,-7,-9,-11,NROI
8,0,-3,-2,3,0,-1,-5,2,-2,-2,1,5,0,2,9,NROI
-7,-6,-4,-3,-2,0,-1,-4,0,2,2,-1,3,3,3,2,NROI
3,2,0,-1,-3,-6,-5,1,0,-5,-5,1,3,-1,-3,0,NROI
-1,-6,-5,-3,8,2,1,-1,7,6,1,-7,4,3,-3,-10,NROI
7,-1,-11,-16,7,-2,-11,-14,1,-1,0,2,0,3,10,13,NROI
-9,-3,-2,-3,-6,2,2,-1,3,1,0,0,11,5,0,-1,NROI
-1,-2,-3,-3,-1,-4,-6,-5,2,2,1,2,5,7,9,9,NROI
-6,-7,-7,-4,-6,-3,0,2,0,1,2,2,3,1,-1,2,NROI
-4,-4,-5,-5,0,-2,-4,-5,0,0,1,1,4,5,6,7,NROI
-7,-8,-8,-9,-5,-3,-1,1,2,3,3,3,6,3,1,-1,NROI
-1,0,-2,-5,6,2,0,-2,7,1,0,0,4,0,1,1,NROI
-4,-7,-10,-13,0,-3,-6,-8,3,2,1,0,6,6,7,8,NROI
-6,-5,-2,-3,0,-3,-4,0,9,3,-3,5,17,13,7,12,NROI
-14,-16,-15,-11,-5,-4,-5,-4,3,6,4,3,8,10,8,7,NROI
-8,-1,-3,-14,-4,1,-1,-12,0,3,3,-1,4,7,10,12,NROI
-13,-6,-1,2,-9,0,6,6,1,4,1,-6,5,-2,-12,-21,NROI
23,20,17,12,23,12,1,-8,6,-1,-6,-9,-4,-4,-2,-1,NROI
12,4,-1,-1,-7,0,6,5,-2,1,2,-5,8,0,-11,-18,NROI
14,16,12,3,10,1,-5,-7,-2,-9,-10,-4,-8,-5,1,6,NROI
-7,-5,-5,-5,-7,-5,-2,0,0,-1,2,5,7,4,6,9,NROI
-12,-10,-8,-5,-5,-2,0,0,1,3,2,0,2,2,-1,-5,NROI
7,8,0,-1,10,9,0,-2,7,5,-2,-3,1,-2,-4,-4,NROI
2,1,1,1,1,0,0,0,0,-1,-1,-2,-2,-2,-2,-3,NROI
2,2,2,-5,2,2,1,-3,0,0,0,-2,-1,-1,-1,-3,NROI
-13,-10,-6,11,-20,-16,5,33,-24,-10,24,49,-18,7,41,53,NROI
-6,5,0,3,7,0,-9,-3,5,-7,0,12,-2,-6,15,24,NROI
-15,-11,-6,-17,-2,5,1,-11,11,9,2,-9,14,5,2,-11,NROI
-20,-25,-10,105,-9,-20,41,124,-9,-12,94,126,-16,9,128,125,NROI
-6,-3,0,2,-3,-2,1,3,-3,-2,2,3,-4,-1,2,4,NROI
-1,0,1,1,-1,0,1,0,-1,0,1,-1,-1,0,0,-2,NROI
7,5,-1,-5,5,4,-2,-5,4,2,-1,-4,2,0,-1,-3,NROI
9,6,0,-5,8,4,-4,-16,9,2,-9,-26,8,0,-14,-36,NROI
54,33,9,-4,38,16,-4,-11,24,4,-11,-14,12,-5,-12,-13,NROI
3,3,2,1,2,2,0,-2,0,-1,-3,-5,-1,-3,-5,-8,NROI
8,4,-1,-5,6,2,-1,-3,3,1,-1,-2,1,0,-1,-1,NROI
-3,0,0,0,-2,0,0,0,-1,1,1,1,0,1,1,1,NROI
-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NROI
-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,ROI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROI
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,ROI
0,0,0,0,1,1,0,0,1,1,0,0,-2,-2,-2,-2,NROI
0,0,0,-1,1,0,0,0,1,1,0,0,-1,-1,-1,-1,NROI
4,1,-1,-3,4,1,-1,-2,5,1,-1,-3,4,2,-2,-5,NROI
8,6,0,-11,8,6,0,-11,8,5,0,-11,4,0,-6,-15,NROI
16,5,-5,-10,16,5,-5,-10,16,5,-5,-10,13,4,-6,-13,NROI
7,2,-2,-3,7,2,-1,-3,7,2,-1,-2,4,0,-1,0,NROI
